combo_idx,trade_idx,open_idx,ts,event,contract,side,qty,price_btc,amount_btc,fee_btc,spot,amount_usd,fee_usd,balance_usd,exit_reason,comment,status
0,28,27,2025-04-29 08:00:00+00:00,close,BTC-29APR25-92000-P,buy,6.6,0.0,-0.0,0.0,95003.86,-0.0,0.0,104178.08,expiry,,0
0,29,29,2025-04-29 18:00:00+00:00,open,BTC-30APR25-98000-C,sell,6.6,0.0002,0.0013199999,0.00013754399,95311.83,125.81161,13.10957,104290.78,,,0
0,29,29,2025-04-29 18:00:00+00:00,open,BTC-30APR25-93000-P,sell,6.6,0.0003,0.0019800002,0.000206316,95311.83,188.71742,19.664356,104459.836,,,0
0,30,29,2025-04-30 08:00:00+00:00,close,BTC-30APR25-98000-C,buy,6.6,0.0,-0.0,0.0,94653.78,-0.0,0.0,104459.836,expiry,,0
0,30,29,2025-04-30 08:00:00+00:00,close,BTC-30APR25-93000-P,buy,6.6,0.0,-0.0,0.0,94653.78,-0.0,0.0,104459.836,expiry,,0
0,31,31,2025-04-30 18:00:00+00:00,open,BTC-1MAY25-97000-C,sell,6.7,0.0003,0.0020100002,0.000209442,94073.19,189.08711,19.702877,104629.22,,,0
0,31,31,2025-04-30 18:00:00+00:00,open,BTC-1MAY25-91000-P,sell,6.7,1e-04,0.00067,6.9814e-05,94073.19,63.029034,6.5676255,104685.68,,,0
0,32,31,2025-05-01 08:00:00+00:00,close,BTC-1MAY25-97000-C,buy,6.7,0.0,-0.0,0.0,95056.59,-0.0,0.0,104685.68,expiry,,0
0,32,31,2025-05-01 08:00:00+00:00,close,BTC-1MAY25-91000-P,buy,6.7,0.0,-0.0,0.0,95056.59,-0.0,0.0,104685.68,expiry,,0
0,33,33,2025-05-01 18:00:00+00:00,open,BTC-2MAY25-100000-C,sell,6.5,0.0003,0.0019500001,0.00020319001,96871.62,188.89966,19.683344,104854.9,,,0
0,33,33,2025-05-01 18:00:00+00:00,open,BTC-2MAY25-94000-P,sell,6.5,0.0004,0.0026,0.00027092,96871.62,251.8662,26.244457,105080.516,,,0
0,34,33,2025-05-02 08:00:00+00:00,close,BTC-2MAY25-100000-C,buy,6.5,0.0,-0.0,0.0,96408.18,-0.0,0.0,105080.516,expiry,,0
0,34,33,2025-05-02 08:00:00+00:00,close,BTC-2MAY25-94000-P,buy,6.5,0.0,-0.0,0.0,96408.18,-0.0,0.0,105080.516,expiry,,0
0,35,35,2025-05-02 16:30:00+00:00,open,BTC-3MAY25-101000-C,sell,6.5,0.0002,0.0013,0.00013546,97697.71,127.00702,13.234132,105194.29,,,0
0,35,35,2025-05-02 16:30:00+00:00,open,BTC-3MAY25-95000-P,sell,6.5,0.0003,0.0019500001,0.00020319001,97697.71,190.51054,19.851198,105364.95,,,0
0,36,35,2025-05-03 08:00:00+00:00,close,BTC-3MAY25-101000-C,buy,6.5,0.0,-0.0,0.0,96338.38,-0.0,0.0,105364.95,expiry,,0
0,36,35,2025-05-03 08:00:00+00:00,close,BTC-3MAY25-95000-P,buy,6.5,0.0,-0.0,0.0,96338.38,-0.0,0.0,105364.95,expiry,,0
0,37,37,2025-05-05 18:00:00+00:00,open,BTC-6MAY25-97000-C,sell,6.7,1e-04,0.00067,6.9814e-05,94498.42,63.313942,6.5973125,105421.664,,,0
0,37,37,2025-05-05 18:00:00+00:00,open,BTC-6MAY25-92000-P,sell,6.7,0.0003,0.0020100002,0.000209442,94498.42,189.94183,19.791939,105591.81,,,0
0,38,37,2025-05-06 08:00:00+00:00,close,BTC-6MAY25-97000-C,buy,6.7,0.0,-0.0,0.0,94370.36,-0.0,0.0,105591.81,expiry,,0
0,38,37,2025-05-06 08:00:00+00:00,close,BTC-6MAY25-92000-P,buy,6.7,0.0,-0.0,0.0,94370.36,-0.0,0.0,105591.81,expiry,,0
0,39,39,2025-05-06 18:00:00+00:00,open,BTC-7MAY25-97000-C,sell,6.7,0.0002,0.00134,0.000139628,94546.69,126.69256,13.2013645,105705.305,,,0
0,39,39,2025-05-06 18:00:00+00:00,open,BTC-7MAY25-92000-P,sell,6.7,0.0002,0.00134,0.000139628,94546.69,126.69256,13.2013645,105818.8,,,0
0,40,39,2025-05-07 01:05:00+00:00,close,BTC-7MAY25-97000-C,buy,6.7,0.009,-0.060299996,0.001675,97536.01,-5881.421,163.37282,99774.01,strike_proximity_stop,,0
0,40,39,2025-05-07 01:05:00+00:00,close,BTC-7MAY25-92000-P,buy,6.7,1e-04,-0.00067,6.9814e-05,97536.01,-65.34913,6.8093786,99701.84,strike_proximity_stop,,0
0,41,41,2025-05-07 21:30:00+00:00,open,BTC-8MAY25-100000-C,sell,6.2,1e-04,0.00062,6.4604e-05,97247.56,60.293488,6.2825813,99755.86,,,0
0,41,41,2025-05-07 21:30:00+00:00,open,BTC-8MAY25-95000-P,sell,6.2,1e-04,0.00062,6.4604e-05,97247.56,60.293488,6.2825813,99809.87,,,0
0,42,41,2025-05-08 08:00:00+00:00,close,BTC-8MAY25-100000-C,buy,6.2,0.0,-0.0,0.0,99235.13,-0.0,0.0,99809.87,expiry,,0
0,42,41,2025-05-08 08:00:00+00:00,close,BTC-8MAY25-95000-P,buy,6.2,0.0,-0.0,0.0,99235.13,-0.0,0.0,99809.87,expiry,,0
0,43,43,2025-05-08 20:00:00+00:00,open,BTC-9MAY25-104000-C,sell,5.9,0.0002,0.00118,0.000122956,101379.77,119.62813,12.465251,99917.03,,,0
0,43,43,2025-05-08 20:00:00+00:00,open,BTC-9MAY25-98500-P,sell,5.9,0.0003,0.0017700001,0.00018443401,101379.77,179.44221,18.697878,100077.77,,,0
0,44,43,2025-05-09 08:00:00+00:00,close,BTC-9MAY25-104000-C,buy,5.9,0.0,-0.0,0.0,103678.66,-0.0,0.0,100077.77,expiry,,0
