combo_idx,trade_idx,open_idx,ts,event,contract,side,qty,price_btc,amount_btc,fee_btc,spot,amount_usd,fee_usd,balance_usd,exit_reason,status
38,36,35,2026-03-02 08:00:00+00:00,close,BTC-2MAR26-65500-P,buy,18.5,0.0,-0.0,0.0,65927.11,-0.0,0.0,108562.25,expiry,0
38,37,37,2026-03-09 05:00:00+00:00,open,BTC-9MAR26-68000-C,sell,12.9,0.0005,0.00645,0.00067209004,67136.89,433.03296,45.122036,108950.164,,0
38,37,37,2026-03-09 05:00:00+00:00,open,BTC-9MAR26-66000-P,sell,12.9,0.0005,0.00645,0.00067209004,67136.89,433.03296,45.122036,109338.07,,0
38,38,37,2026-03-09 08:00:00+00:00,close,BTC-9MAR26-68000-C,buy,12.9,0.0,-0.0,0.0,67560.26,-0.0,0.0,109338.07,expiry,0
38,38,37,2026-03-09 08:00:00+00:00,close,BTC-9MAR26-66000-P,buy,12.9,0.0,-0.0,0.0,67560.26,-0.0,0.0,109338.07,expiry,0
38,39,39,2026-03-16 05:10:00+00:00,open,BTC-16MAR26-75000-C,sell,17.7,1e-04,0.00177,0.000184434,73980.98,130.94632,13.644608,109455.375,,0
38,39,39,2026-03-16 05:10:00+00:00,open,BTC-16MAR26-73000-P,sell,17.7,1e-04,0.00177,0.000184434,73980.98,130.94632,13.644608,109572.68,,0
38,40,39,2026-03-16 08:00:00+00:00,close,BTC-16MAR26-75000-C,buy,17.7,0.0,-0.0,0.0,73627.9,-0.0,0.0,109572.68,expiry,0
38,40,39,2026-03-16 08:00:00+00:00,close,BTC-16MAR26-73000-P,buy,17.7,0.0,-0.0,0.0,73627.9,-0.0,0.0,109572.68,expiry,0
38,41,41,2026-03-23 05:00:00+00:00,open,BTC-23MAR26-69500-C,sell,18.2,0.0002,0.00364,0.000379288,68651.71,249.89223,26.038769,109796.53,,0
38,41,41,2026-03-23 05:00:00+00:00,open,BTC-23MAR26-67500-P,sell,18.2,0.0005,0.0091,0.00094822,68651.71,624.7306,65.09693,110356.164,,0
38,42,41,2026-03-23 08:00:00+00:00,close,BTC-23MAR26-69500-C,buy,18.2,0.0,-0.0,0.0,68369.88,-0.0,0.0,110356.164,expiry,0
38,42,41,2026-03-23 08:00:00+00:00,close,BTC-23MAR26-67500-P,buy,18.2,0.0,-0.0,0.0,68369.88,-0.0,0.0,110356.164,expiry,0
